0,8
0,8
0,8
0,8
0,8
1,5
1,5
1,5
1,5
1,5
2,10
2,10
2,10
2,10
2,10
3,10
3,10
3,10
3,10
3,10
4,10
4,10
4,10
4,10
4,10
5,10
5,10
5,10
5,10
5,10
6,10
6,10
6,10
6,10
6,5
7,10
7,10
7,10
7,10
7,10
8,10
8,10
8,10
8,10
8,10
9,10
9,10
9,8
9,8
9,10
10,10
10,10
10,10
10,10
10,10
11,5
11,5
11,5
11,5
11,5
12,10
12,10
12,10
12,10
12,10
13,7
13,7
13,7
13,7
13,7
14,6
14,6
14,6
14,6
14,6
15,5
15,5
15,5
15,5
15,5
16,10
16,10
16,10
16,10
16,10
17,10
17,10
17,10
17,10
17,7
18,8
18,10
18,8
18,10
18,8
19,9
19,9
19,9
19,9
19,9
20,6
20,6
20,6
20,6
20,6
21,10
21,10
21,10
21,10
21,8
22,10
22,10
22,10
22,10
22,10
23,6
23,6
23,6
23,6
23,6
24,10
24,10
24,10
24,10
24,10
25,5
25,5
25,5
25,5
25,5
26,10
26,10
26,10
26,10
26,10
27,9
27,8
27,9
27,9
27,8
28,8
28,7
28,7
28,8
28,8
29,10
29,10
29,10
29,10
29,11
30,7
30,7
30,2
30,7
30,7
31,6
31,6
31,7
31,7
31,7
32,10
32,10
32,10
32,10
32,10
33,10
33,10
33,10
33,10
33,10
34,7
34,7
34,7
34,7
34,7
35,10
35,10
35,10
35,10
35,10
36,8
36,8
36,8
36,8
36,5
37,6
37,6
37,6
37,6
37,6
38,10
38,10
38,10
38,10
38,10
39,9
39,9
39,9
39,9
39,9
40,5
40,5
40,5
40,7
40,5
41,10
41,10
41,10
41,10
41,10
42,10
42,7
42,7
42,10
42,10
43,5
43,10
43,9
43,10
43,10
44,5
44,5
44,3
44,5
44,5
45,2
45,10
45,2
45,10
45,10
46,10
46,10
46,10
46,10
46,10
47,10
47,10
47,10
47,10
47,10
48,7
48,7
48,7
48,7
48,7
49,9
49,9
49,9
49,9
49,9
50,2
50,10
50,10
50,10
50,10
51,10
51,7
51,6
51,10
51,10
52,9
52,9
52,9
52,7
52,9
53,10
53,10
53,10
53,10
53,10
54,10
54,10
54,10
54,10
54,10
55,10
55,10
55,10
55,10
55,10
56,7
56,7
56,7
56,7
56,7
57,7
57,7
57,7
57,7
57,7
58,5
58,5
58,5
58,5
58,5
59,10
59,8
59,6
59,6
59,10
60,7
60,7
60,7
60,7
60,7
61,6
61,6
61,6
61,6
61,6
62,6
62,6
62,6
62,6
62,6
63,8
63,9
63,8
63,8
63,8
64,8
64,8
64,8
64,5
64,5
65,10
65,8
65,10
65,10
65,9
66,7
66,7
66,7
66,7
66,7
67,10
67,10
67,7
67,10
67,10
68,10
68,6
68,8
68,10
68,10
69,6
69,10
69,10
69,10
69,10
70,6
70,6
70,6
70,6
70,6
71,10
71,10
71,10
71,10
71,10
72,6
72,6
72,6
72,6
72,6
73,8
73,10
73,10
73,6
73,10
74,7
74,2
74,7
74,9
74,7
75,9
75,10
75,9
75,9
75,10
76,10
76,10
76,10
76,10
76,6
77,10
77,10
77,10
77,10
77,10
78,7
78,7
78,7
78,7
78,7
79,10
79,10
79,10
79,10
79,10
80,10
80,10
80,10
80,10
80,10
81,5
81,5
81,5
81,5
81,5
82,10
82,10
82,10
82,10
82,10
83,4
83,10
83,10
83,10
83,10
84,7
84,7
84,7
84,7
84,7
85,10
85,10
85,10
85,10
85,10
86,7
86,7
86,9
86,7
86,7
87,10
87,10
87,10
87,10
87,10
88,2
88,2
88,8
88,2
88,2
89,5
89,5
89,5
89,5
89,5
90,9
90,9
90,9
90,9
90,9
91,6
91,6
91,6
91,6
91,6
92,7
92,7
92,7
92,5
92,7
93,8
93,8
93,8
93,8
93,8
94,10
94,10
94,10
94,10
94,10
95,9
95,9
95,7
95,9
95,10
96,6
96,6
96,6
96,6
96,6
97,10
97,10
97,10
97,10
97,10
98,10
98,10
98,10
98,10
98,10
99,9
99,9
99,9
99,9
99,9
